"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"aqui";-1,63051654424389;-0,0054709447034166;-0,577017005775334;-0,94270573863977;-0,00316310250631854;-0,333610379212308;NA;NA;NA;NA;NA;NA;NA;1,07462866917253;NA
"nunca";0,233076501872328;-0,521706514866076;-1,27127122361177;0,167225739526421;-0,374309538127615;-0,912100828695234;NA;NA;NA;NA;NA;NA;NA;0,737317249451454;NA
"21";0,193850041052358;-0,284136259190345;-2,24783163916981;0,0852464257912642;-0,124950195533542;-0,988494054370558;NA;NA;NA;NA;NA;NA;NA;1,18299349215019;NA
"2016";0,857256072069175;-0,385469100821956;-2,85540059676779;0,285169810971074;-0,128227905520997;-0,949860928323942;NA;NA;NA;NA;NA;NA;NA;1,59194724437742;NA
"20";0,896482532889145;-0,623039356497686;-1,87884018120976;0,412556531497372;-0,286719424498619;-0,864632338010809;NA;NA;NA;NA;NA;NA;NA;1,18140402506482;NA
"vário";0,222154866230086;0,313626890696986;1,35142664431044;0,158115596940454;0,223219521951739;0,961858878954601;NA;NA;NA;NA;NA;NA;NA;0,73646786294741;NA
"quanto";0,124088714180161;0,907552529886312;-1,08997439458464;0,0871556133200163;0,637433451421966;-0,765560248494586;NA;NA;NA;NA;NA;NA;NA;0,768063373460864;NA
"principalmente";1,05141240500111;0,186960838657473;0,591965447312956;0,861106323695054;0,153120849331344;0,484819455872428;NA;NA;NA;NA;NA;NA;NA;0,740538277188512;NA
"pouco";-0,117665776892287;-1,00848188368837;1,41241571775563;-0,0676441309476365;-0,579759743234291;0,811974698912009;NA;NA;NA;NA;NA;NA;NA;0,93182644993631;NA
"ninguém";0,922633506769125;-0,781419526948173;-1,22779990417107;0,535423801905482;-0,453474332909167;-0,71251833783115;NA;NA;NA;NA;NA;NA;NA;0,970757688864923;NA
"nenhum";-1,2887199299536;-0,443643388176138;0,797429954488892;-0,81611756009396;-0,280949453092701;0,504994587013755;NA;NA;NA;NA;NA;NA;NA;0,948482103004883;NA
