"";"X";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"376";376;0;0;0;0;4;4;4;4;4
"377";377;0;0;0;0;0;0;2;2;2
"378";378;0;0;0;0;4;4;4;4;4
"379";379;0;0;0;0;0;0;0;0;0
"380";380;0;0;0;0;0;0;0;0;0
"381";381;0;0;0;0;0;0;0;0;1
"382";382;0;0;0;0;0;0;0;0;1
"383";383;0;0;0;0;0;0;2;2;2
"384";384;0;0;0;0;0;0;2;2;2
"385";385;0;0;0;0;0;0;2;2;2
"386";386;0;0;0;0;0;0;3;3;3
"387";387;0;0;0;0;0;0;3;3;3
"388";388;0;0;0;0;0;0;3;3;3
"389";389;0;0;0;0;0;0;0;0;1
"390";390;0;0;0;0;0;0;0;0;1
"391";391;0;0;0;0;0;0;2;2;2
"392";392;0;0;0;0;0;0;2;2;2
"393";393;0;0;0;0;0;0;3;3;3
"394";394;0;0;0;0;0;0;3;3;3
"395";395;0;0;0;0;0;0;3;3;3
"396";396;0;0;0;0;0;0;3;3;3
"397";397;0;0;0;0;0;0;2;2;2
"398";398;0;0;0;0;0;0;2;2;2
"399";399;0;0;0;0;4;4;4;4;4
"400";400;0;0;0;0;0;0;2;2;2
"401";401;0;0;0;0;0;0;3;3;3
"402";402;0;0;0;0;4;4;4;4;4
"403";403;0;0;0;0;0;0;2;2;2
"404";404;0;0;0;0;0;0;0;0;0
"405";405;0;0;0;0;0;0;0;0;0
"406";406;0;0;0;0;0;0;0;0;0
"407";407;0;0;0;0;0;0;2;2;2
"408";408;0;0;0;0;0;0;3;3;3
"409";409;0;0;0;0;0;0;3;3;3
"410";410;0;0;0;0;0;0;3;3;3
"411";411;0;0;0;0;0;0;2;2;2
"412";412;0;0;0;0;0;0;2;2;2
"413";413;0;0;0;0;0;0;3;3;3
"414";414;0;0;0;0;0;0;0;0;1
"415";415;0;0;0;0;0;0;0;0;1
"416";416;0;0;0;0;4;4;4;4;4
"417";417;0;0;0;0;0;0;3;3;3
"418";418;0;0;0;0;4;4;4;4;4
"419";419;0;0;0;0;0;0;0;0;0
